Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price (£)
Mercedes-Benz,A4,1.6059835960806406,Hybrid,2021,11850,44475
Nissan,Altima,4.866773815215426,Petrol,2019,158641,21640
Tesla,Model 3,1.0519993724846421,Electric,2003,151630,32127
Nissan,Fiesta,2.2396686490321067,Petrol,2008,18284,46066
Volkswagen,Model 3,2.5540344988661667,Hybrid,2009,138225,42875
Chevrolet,Corolla,4.428894506821412,Petrol,2003,142093,42298
Ford,Corolla,1.157353181571715,Diesel,2022,44958,24166
Mercedes-Benz,Golf,1.0908001607482851,Petrol,2012,5783,21427
BMW,Golf,4.090123402165689,Petrol,2005,16548,6732
Audi,Golf,4.930903485165895,Diesel,2006,121601,7100
BMW,Civic,4.082160251693726,Diesel,2004,37579,9198
BMW,Model 3,1.7198537687897582,Hybrid,2018,198398,24204
Nissan,A4,2.781476206357456,Electric,2018,118333,4928
Volkswagen,Fiesta,3.650132689947385,Hybrid,2019,132841,20812
BMW,A4,4.6319213319093,Electric,2006,143071,38949
Volkswagen,Golf,3.038752936906261,Petrol,2017,179548,11544
BMW,3 Series,4.192496328080079,Diesel,2011,150708,30384
Chevrolet,Fiesta,1.285122551677257,Petrol,2007,153996,29077
Honda,Altima,1.5115923795451218,Petrol,2013,195580,27289
Mercedes-Benz,C-Class,2.0446266012261423,Petrol,2012,21407,14146
Nissan,Civic,1.7353671078756259,Petrol,2016,190676,1394
Mercedes-Benz,Cruze,4.346396568902982,Petrol,2019,46560,13931
Audi,Corolla,4.827677579485911,Hybrid,2003,68001,2920
BMW,Golf,4.9367535892229455,Petrol,2019,101524,21405
Nissan,C-Class,3.6415253294626244,Electric,2011,27411,7116
Nissan,Civic,1.270651335896186,Diesel,2015,99492,3421
Nissan,Altima,3.6590866909379085,Petrol,2013,130008,39444
Toyota,Civic,4.157277656986722,Electric,2017,49664,42026
Tesla,Corolla,1.7897947126728702,Petrol,2000,77158,31677
Toyota,A4,4.001891911243101,Diesel,2006,27339,7209
Tesla,3 Series,4.488393708454217,Hybrid,2002,141250,8010
Nissan,A4,4.578317211603613,Hybrid,2006,143651,39514
Ford,Altima,3.83709569619114,Electric,2003,147793,42552
Chevrolet,Civic,4.749125509483763,Hybrid,2016,107713,19362
Nissan,Civic,4.476003437114233,Electric,2001,59430,36106
Nissan,Golf,4.01365088500374,Hybrid,2018,94370,17468
Honda,3 Series,2.97784418704149,Electric,2008,163541,25378
Audi,C-Class,3.1646462771213826,Petrol,2000,78171,6856
Tesla,Corolla,2.596091012661927,Diesel,2012,127971,42100
Toyota,A4,2.5519589642317273,Petrol,2010,99692,20388
BMW,Golf,2.379564507161957,Electric,2010,15125,30868
Volkswagen,Civic,2.651658258741641,Petrol,2019,6824,40969
Mercedes-Benz,Model 3,1.2458857352104546,Petrol,2015,80718,5369
Honda,Model 3,1.200087529767937,Electric,2021,183591,40574
Mercedes-Benz,3 Series,1.6504065921199191,Electric,2016,194207,18896
Audi,A4,2.370546903183277,Hybrid,2008,79006,39331
Tesla,Corolla,2.321168755267202,Petrol,2001,42691,6160
BMW,Cruze,1.711431947936077,Petrol,2007,182114,24785
Mercedes-Benz,Altima,3.105707907419423,Diesel,2015,134615,14305
Honda,Model 3,1.483181236431764,Petrol,2015,53035,36146
Chevrolet,Cruze,1.051080761063957,Hybrid,2020,47095,25949
Chevrolet,A4,1.5202409699008368,Diesel,2003,174829,31520
Volkswagen,A4,2.258917736429854,Hybrid,2004,158609,26818
BMW,Fiesta,4.351021507585072,Diesel,2002,135403,1312
Tesla,Altima,3.165363815704429,Diesel,2015,21147,22187
Audi,Civic,3.2775591908944235,Electric,2016,79587,12192
Toyota,Civic,3.1279953084748975,Diesel,2006,187026,49958
Honda,Model 3,1.8534056072300062,Hybrid,2001,82571,28656
Volkswagen,Corolla,4.072743285898329,Electric,2000,43131,38339
Nissan,3 Series,1.258870784165837,Diesel,2009,158607,6198
Ford,C-Class,2.0822876662487544,Hybrid,2013,138313,40967
Tesla,Civic,1.0180297475992903,Hybrid,2002,73152,36417
BMW,Corolla,3.29154716476301,Electric,2005,131212,32674
Chevrolet,3 Series,3.731231412889157,Hybrid,2005,113841,33869
Tesla,3 Series,4.481700282381684,Hybrid,2002,48100,30921
Ford,Model 3,4.816562990197111,Petrol,2016,181437,18841
Toyota,Corolla,3.4773567764871247,Hybrid,2022,48796,14454
BMW,Corolla,1.6725658461339936,Petrol,2007,50442,22265
Volkswagen,Cruze,2.1894289165278287,Diesel,2017,141307,10480
Mercedes-Benz,Fiesta,1.631821827279508,Electric,2010,158762,27739
Tesla,Cruze,1.0810417355593072,Diesel,2011,5166,42841
BMW,Model 3,1.6271885386395906,Electric,2002,15649,14483
Mercedes-Benz,C-Class,1.0794577421552591,Hybrid,2010,162744,21510
Volkswagen,Corolla,3.361874837777502,Electric,2018,41469,33316
Audi,A4,1.1728004372920005,Electric,2010,134422,3726
BMW,Altima,2.656614535574842,Hybrid,2017,67080,6306
Mercedes-Benz,Civic,3.0529881443147566,Electric,2018,170486,46736
Nissan,Corolla,3.705185154848883,Electric,2012,182995,29501
Tesla,Model 3,4.137586463361446,Diesel,2005,144818,3538
Volkswagen,Model 3,2.5282983241278623,Petrol,2018,191314,43499
Mercedes-Benz,A4,2.5455995390045225,Diesel,2021,40724,30081
Tesla,Altima,2.494023688732047,Hybrid,2005,106253,31233
Toyota,C-Class,3.1552827774799783,Hybrid,2004,24695,13458
BMW,Civic,2.9445057473714775,Hybrid,2000,72820,18854
Nissan,Corolla,1.6810984985902366,Hybrid,2007,11117,45239
Ford,Altima,4.914903170276815,Electric,2006,156179,36162
Toyota,Fiesta,4.9924876704636425,Electric,2016,59747,16627
Chevrolet,Model 3,2.767725858180348,Hybrid,2001,86043,29166
Volkswagen,Golf,4.144330912516406,Electric,2020,78938,48566
Audi,Fiesta,2.729574738991753,Petrol,2020,148612,12148
Chevrolet,Altima,4.890144877856338,Diesel,2009,95160,45600
Chevrolet,C-Class,4.922996634458766,Hybrid,2019,198587,23903
Nissan,Golf,3.899284536796662,Hybrid,2021,61699,32987
Mercedes-Benz,Golf,1.0210958831351187,Diesel,2003,125797,11017
Nissan,Model 3,4.173795563253357,Diesel,2004,96679,17318
Volkswagen,Civic,4.093613779464629,Hybrid,2002,161764,36768
Ford,Model 3,4.69145557029017,Hybrid,2010,100436,18342
Nissan,Corolla,2.3930336223096704,Electric,2013,37021,31960
Nissan,3 Series,2.701023862749601,Hybrid,2001,15384,24984
BMW,Cruze,3.1014165170285355,Hybrid,2012,188490,42153
Mercedes-Benz,Golf,1.0537974903437566,Diesel,2006,20206,34481
Honda,3 Series,2.437592853084429,Petrol,2009,43617,6063
Ford,Civic,3.9350066690342165,Petrol,2017,101819,1179
Volkswagen,A4,1.9660724537255563,Hybrid,2012,61007,38933
Honda,Civic,1.7757155504458084,Hybrid,2002,155813,30189
Honda,C-Class,2.9756949031046465,Hybrid,2021,108123,11801
Chevrolet,3 Series,4.492462836492345,Diesel,2007,24996,33972
Honda,Civic,2.4480839134253913,Diesel,2004,186096,49770
Toyota,A4,2.614008683618594,Electric,2015,191078,38630
BMW,A4,4.854576509093402,Diesel,2008,162036,16675
Mercedes-Benz,3 Series,2.0757454672527693,Petrol,2014,13017,13649
Volkswagen,Corolla,4.7430038417466935,Petrol,2000,178941,44622
BMW,Fiesta,4.434268427460337,Diesel,2022,171294,40392
Mercedes-Benz,A4,2.611924681142317,Diesel,2000,176381,10818
Ford,A4,3.0276366153448775,Electric,2003,158423,6054
Chevrolet,Cruze,4.068625117275431,Petrol,2004,186460,42001
BMW,Civic,1.7143890163663547,Hybrid,2016,25654,46678
Toyota,Altima,4.601051628428403,Electric,2013,120734,10488
Mercedes-Benz,Cruze,2.810598997487018,Hybrid,2002,36923,49856
Chevrolet,3 Series,2.9220731632966945,Electric,2010,131026,39033
Tesla,Civic,1.2162509317629233,Diesel,2008,135358,14837
Mercedes-Benz,Fiesta,2.500266848261166,Electric,2004,6169,21173
Honda,Golf,1.8268377721560483,Electric,2019,6125,46468
Honda,Fiesta,1.127025576887939,Diesel,2014,48888,15413
Toyota,Model 3,3.172652330019665,Diesel,2009,46306,48924
Volkswagen,Golf,2.215179185057369,Hybrid,2003,189613,16264
Tesla,Civic,4.26564240360414,Electric,2011,180201,27341
Volkswagen,C-Class,2.5601660724943165,Electric,2004,149044,24599
Mercedes-Benz,A4,3.870556662083072,Diesel,2001,77931,48385
Honda,Golf,4.966357344352215,Hybrid,2016,38916,38304
Ford,Cruze,1.3489154173395286,Diesel,2015,78919,41276
Tesla,Golf,2.441914801492629,Electric,2019,115887,28032
Audi,3 Series,2.4094315172456686,Electric,2015,97324,43513
Toyota,C-Class,1.0387439254349178,Electric,2021,13760,42218
Toyota,Corolla,4.528030393630727,Hybrid,2013,127148,5954
Audi,Model 3,4.150435690049411,Diesel,2006,37322,5803
Chevrolet,Altima,1.3142500908557326,Electric,2007,71650,12734
Honda,Cruze,3.4922339817710752,Hybrid,2019,9572,1344
Honda,A4,4.917135286037016,Diesel,2019,48206,17587
Mercedes-Benz,C-Class,4.960858475824788,Hybrid,2013,110929,35417
BMW,Altima,4.151974528056272,Diesel,2022,114323,44525
Nissan,Model 3,2.8693508949164848,Electric,2011,42118,39166
Chevrolet,Golf,4.0726317983852365,Diesel,2007,62186,10786
Ford,Corolla,4.634104519959029,Electric,2020,11020,3078
Volkswagen,Civic,3.420724055888963,Hybrid,2002,67306,38683
Tesla,Altima,4.609602252545704,Electric,2018,40874,34876
Nissan,3 Series,4.169919604676645,Diesel,2010,192282,36015
Toyota,Golf,1.6393543082797932,Diesel,2002,130410,17054
Mercedes-Benz,3 Series,1.8614536886079631,Hybrid,2018,198097,30900
Nissan,3 Series,4.0410759813960055,Electric,2005,8228,48451
Audi,Corolla,1.4813014143427448,Hybrid,2018,138530,42860
Toyota,Altima,2.365924924944029,Electric,2001,179794,10379
Audi,Cruze,2.3992821819848382,Electric,2002,141730,40970
Tesla,Corolla,1.6929727338782907,Electric,2022,186934,39151
Tesla,Corolla,1.8449666282946855,Diesel,2000,157294,35780
BMW,3 Series,1.0018863562710352,Petrol,2002,33535,49150
Chevrolet,Golf,3.167341133476292,Diesel,2009,104287,43003
BMW,3 Series,2.4195010033671873,Hybrid,2007,27720,31742
BMW,3 Series,3.811775541132353,Hybrid,2012,93415,17348
Audi,C-Class,1.9857802062872052,Hybrid,2017,65889,44494
Ford,Golf,2.096407812760663,Hybrid,2000,1815,35369
BMW,Golf,4.456732303552376,Petrol,2010,38199,44775
Toyota,A4,1.3297680338416038,Petrol,2021,98853,44181
Volkswagen,Civic,2.922218906677812,Petrol,2004,16033,42606
Chevrolet,Altima,4.4269861047982495,Petrol,2017,38791,41776
Nissan,Model 3,4.903255526355516,Electric,2014,37984,32033
Mercedes-Benz,Model 3,2.710634336991847,Petrol,2011,66680,39889
Honda,Golf,3.5760349903833384,Petrol,2019,27768,42549
Volkswagen,Fiesta,2.1691610883727,Hybrid,2016,20227,7344
Tesla,Altima,1.0135830215221935,Hybrid,2017,195681,38049
Ford,C-Class,4.270186164464848,Diesel,2015,57036,31816
Volkswagen,3 Series,2.4969962018734426,Diesel,2020,64676,9806
Toyota,Fiesta,3.9103255847733465,Petrol,2017,109901,23146
Tesla,Fiesta,3.7855077289950483,Petrol,2003,112515,25942
Nissan,C-Class,2.36859790294308,Petrol,2011,83508,39649
Tesla,Civic,1.2941356965144313,Hybrid,2000,10955,16961
BMW,Model 3,2.2655880230433256,Hybrid,2022,191109,40163
Chevrolet,Civic,3.2969345573961646,Electric,2004,43786,28879
Volkswagen,Model 3,2.005802512384695,Diesel,2007,55658,35676
Ford,A4,2.2147958504845526,Hybrid,2008,72420,27205
Mercedes-Benz,Model 3,1.33155717428075,Diesel,2010,14278,15858
Tesla,Fiesta,2.0335477924635743,Diesel,2017,27369,24358
Nissan,Golf,3.1060756292443106,Hybrid,2014,5345,29915
Tesla,Civic,4.2074618938463715,Hybrid,2012,194441,37441
Toyota,C-Class,4.061233697232641,Hybrid,2010,197909,37609
Volkswagen,A4,2.4566525950915272,Hybrid,2016,101617,49700
Ford,A4,2.0813246739045104,Electric,2020,154917,3724
BMW,A4,2.7312928511333765,Diesel,2014,178648,25439
Volkswagen,Cruze,3.686200431598264,Hybrid,2011,103388,45748
Nissan,Cruze,1.6580337788256214,Hybrid,2003,181489,4582
Honda,Golf,1.2658187714884201,Electric,2008,2746,34161
Nissan,Altima,4.90685092077597,Electric,2002,98051,18189
Audi,Altima,4.814013720100146,Electric,2004,146962,34161
Tesla,C-Class,4.7076200421372105,Petrol,2022,126802,31093
Chevrolet,3 Series,4.694883575872939,Diesel,2004,21445,26325
Chevrolet,Golf,2.034079709970906,Petrol,2001,13642,18816
Ford,Cruze,4.212908220361236,Diesel,2010,56203,27322
Honda,A4,3.814689010442502,Hybrid,2009,162099,17591
Volkswagen,Fiesta,4.4959482996206575,Diesel,2013,84236,49534
BMW,Altima,2.9796676725029716,Electric,2007,62125,27262
Audi,Model 3,1.1788734336155793,Hybrid,2004,61487,45228
Nissan,3 Series,1.087275044178524,Electric,2007,93307,29937
Mercedes-Benz,3 Series,4.849940581801224,Hybrid,2022,149877,34328
Audi,Civic,4.059890394644411,Diesel,2015,43937,37981
Nissan,A4,4.860640739052272,Electric,2010,42086,42984
Tesla,Cruze,4.88760132607297,Hybrid,2007,151712,3271
Volkswagen,C-Class,3.085927274787953,Diesel,2018,142022,5677
Honda,C-Class,1.4755803151392999,Electric,2010,121557,37453
Ford,Cruze,1.6612071016436398,Electric,2022,7368,35188
BMW,Altima,3.8482924800085243,Petrol,2010,1804,18233
Nissan,Fiesta,4.985534385192077,Electric,2015,6119,28923
Mercedes-Benz,Fiesta,1.4370945383944052,Diesel,2022,110789,20802
Audi,Corolla,4.5253901799004925,Petrol,2016,114595,28784
Honda,3 Series,3.7811194215024533,Electric,2005,37423,3687
Toyota,Model 3,1.4333240745815936,Electric,2012,13454,19932
Toyota,Corolla,4.734870037852632,Hybrid,2015,120109,16870
Honda,Fiesta,3.960794887482492,Petrol,2021,130906,26099
Chevrolet,Altima,1.000367649801512,Diesel,2013,4926,47638
Volkswagen,A4,3.0656036046853097,Petrol,2007,117832,48843
Ford,Model 3,2.629241766903049,Electric,2015,65194,32912
Audi,Golf,4.366980886163615,Electric,2006,125691,4739
Tesla,3 Series,1.5834645911650553,Hybrid,2002,108609,11202
Honda,C-Class,3.1331730745017836,Diesel,2012,88040,26004
Nissan,Model 3,4.815891377012873,Hybrid,2012,141765,36516
Volkswagen,Corolla,2.037709505814562,Petrol,2017,60169,37237
Volkswagen,Altima,1.759006220284526,Petrol,2017,37629,14637
Volkswagen,Golf,1.7562171673879434,Hybrid,2011,170670,48653
Honda,Civic,3.676577177552635,Hybrid,2018,96817,19113
Mercedes-Benz,Civic,1.6447982681869777,Petrol,2008,30808,16431
Volkswagen,Corolla,3.6616645738346927,Petrol,2022,143977,45143
BMW,3 Series,3.7910630515741275,Electric,2018,63886,25959
Tesla,Cruze,2.8626231215578843,Electric,2012,71037,47564
Nissan,Cruze,4.555925591267373,Hybrid,2011,52070,6799
Volkswagen,Fiesta,1.1480205535580277,Diesel,2021,168885,14362
Nissan,Corolla,4.939210340530428,Diesel,2007,192165,1848
Ford,C-Class,3.981762698997244,Hybrid,2017,91286,20304
Mercedes-Benz,Cruze,3.671272237942524,Hybrid,2022,141026,5999
Volkswagen,C-Class,2.6377175876711423,Hybrid,2019,19441,20694
Tesla,C-Class,4.884446089012117,Hybrid,2007,20074,27549
Tesla,Model 3,2.378796531560367,Diesel,2004,195849,39327
Nissan,Civic,1.904901725917283,Petrol,2018,68155,25444
Mercedes-Benz,A4,2.005701882007088,Diesel,2017,187900,15133
Ford,3 Series,4.435123582480764,Hybrid,2001,113356,17561
Volkswagen,Fiesta,2.8872287534040546,Petrol,2015,85268,13575
Volkswagen,Corolla,4.4805048193740635,Petrol,2017,41929,8545
Audi,Civic,3.4535644923105244,Diesel,2021,46059,27972
Nissan,Corolla,2.1511617196835853,Diesel,2010,111264,1139
Volkswagen,Golf,3.6526461487079334,Hybrid,2003,185184,36519
Mercedes-Benz,Golf,3.792183294997224,Petrol,2011,169496,7867
Honda,Corolla,2.4854133509502194,Petrol,2013,170562,35307
BMW,Altima,2.4085507725873136,Electric,2014,90461,3110
Mercedes-Benz,Civic,1.8313038635989511,Hybrid,2016,76899,10246
Volkswagen,A4,4.522000450471275,Petrol,2021,138864,48603
Nissan,Model 3,4.775108412565441,Electric,2014,82888,15448
Audi,3 Series,1.7364754510638618,Electric,2013,10410,26987
Tesla,Model 3,2.9930538098201187,Diesel,2003,65966,29292
Toyota,Altima,2.7348277314726324,Hybrid,2001,20262,8773
Tesla,Corolla,4.086861811834494,Electric,2013,175123,24009
Audi,Cruze,3.9008350348183627,Diesel,2010,135402,23071
Mercedes-Benz,Altima,3.340224232744775,Petrol,2015,118917,20297
Honda,Model 3,4.819784969326696,Diesel,2018,38683,44679
Toyota,Corolla,2.4075821999908764,Hybrid,2004,140116,10958
Volkswagen,Golf,1.0023473603617261,Petrol,2006,17284,37699
Tesla,3 Series,4.25352805702632,Diesel,2021,163724,25738
Tesla,Golf,1.7719967633342653,Electric,2009,112837,12574
Chevrolet,Civic,4.695600892284883,Petrol,2000,189127,23097
Mercedes-Benz,Fiesta,4.369626873473301,Diesel,2009,58024,30317
Mercedes-Benz,Golf,3.7518858481507196,Electric,2007,199059,21182
Toyota,Corolla,3.1584065855487515,Electric,2009,42912,2636
Chevrolet,Cruze,3.5404461280296275,Diesel,2007,112828,18492
Nissan,Cruze,3.4164085057687625,Electric,2012,27324,47472
Tesla,3 Series,1.2107105011674433,Hybrid,2003,102608,45129
Honda,3 Series,2.715318611990987,Petrol,2006,156631,13410
Volkswagen,A4,3.076147422714969,Petrol,2005,105433,12823
Toyota,Corolla,1.5665417211633224,Diesel,2017,196172,17369
Volkswagen,Golf,3.1646570919294703,Petrol,2003,149579,34236
Nissan,Golf,3.2986606127519935,Hybrid,2013,5757,29537
Ford,Corolla,4.158548072251469,Diesel,2004,54971,12504
Tesla,Golf,2.129697063536021,Hybrid,2018,79526,3058
Volkswagen,A4,1.3547567658126454,Electric,2010,74301,15560
Audi,A4,1.3355585840555046,Hybrid,2004,113340,35268
Tesla,Altima,1.8128079794727094,Diesel,2012,80081,5407
Mercedes-Benz,A4,2.7570328251896417,Electric,2003,24076,28722
BMW,Cruze,4.10342920982581,Diesel,2004,64162,33671
Nissan,Altima,2.486366454338547,Diesel,2013,73039,30177
Mercedes-Benz,C-Class,2.941445148199991,Petrol,2000,23259,41656
Nissan,C-Class,3.762654906836251,Petrol,2002,142479,6801
Nissan,Golf,3.923105086025806,Hybrid,2015,136937,12352
Honda,C-Class,1.680269746452867,Electric,2002,146079,31993
Tesla,Corolla,2.643420238078551,Electric,2012,133511,49398
Ford,C-Class,4.254099595111045,Electric,2003,49129,42029
Tesla,3 Series,2.759755654805922,Petrol,2004,66929,10685
Nissan,3 Series,1.8398328706603095,Electric,2019,102547,3453
Tesla,3 Series,2.028232436114909,Petrol,2006,85934,18759
Chevrolet,Model 3,2.795731428388256,Hybrid,2018,159027,46077
Mercedes-Benz,Fiesta,2.6214452306332676,Electric,2015,75378,5218
Tesla,A4,4.421448269048772,Electric,2000,1723,25441
Mercedes-Benz,3 Series,4.209445189938138,Diesel,2021,156486,22243
Honda,C-Class,4.419894938323357,Petrol,2013,49971,17004
Chevrolet,Model 3,2.3069626509058136,Hybrid,2012,48350,8241
BMW,Golf,3.367674978412619,Petrol,2007,65115,22185
Mercedes-Benz,Civic,1.2126195874806016,Electric,2004,86994,5868
Audi,Corolla,2.1674384567062814,Electric,2008,189877,41961
Nissan,Civic,4.6968004480602845,Hybrid,2017,176760,46975
Chevrolet,A4,1.3649876096226103,Hybrid,2000,172965,17503
Chevrolet,A4,4.843861779054187,Hybrid,2015,132393,40436
Nissan,Model 3,4.391343124160991,Hybrid,2002,62176,14443
Audi,A4,1.2221467656760652,Electric,2020,89483,19962
Volkswagen,3 Series,2.577361919079899,Diesel,2004,57470,35120
Tesla,Golf,3.9620525573972705,Petrol,2000,80196,27566
Chevrolet,Cruze,3.1760396725019904,Petrol,2018,15757,31242
BMW,Fiesta,2.2657715865022774,Hybrid,2012,121394,20080
Chevrolet,Model 3,1.7986893044249714,Hybrid,2016,132322,27530
Volkswagen,C-Class,4.083662784817596,Diesel,2017,69267,8935
BMW,Civic,2.584110882797914,Hybrid,2011,6212,17968
Honda,Fiesta,1.882830716168657,Petrol,2019,9127,49775
Chevrolet,C-Class,2.7864323462668623,Electric,2008,61912,32279
Audi,Cruze,2.9422830054467357,Electric,2011,79363,18292
Ford,3 Series,1.2534267043544918,Electric,2021,85078,31138
Volkswagen,3 Series,4.616637551984674,Electric,2013,121030,6672
Nissan,Cruze,2.063620890107733,Diesel,2004,12993,42310
Chevrolet,A4,3.9881201428310216,Diesel,2017,127601,22072
Nissan,Civic,3.2449571372829826,Electric,2002,122898,6035
Chevrolet,3 Series,1.0732655444207837,Electric,2022,94142,20446
BMW,C-Class,3.199481170578352,Diesel,2001,22083,10558
Honda,Civic,1.4808804042333201,Electric,2020,136040,14891
Ford,3 Series,4.357534895590453,Diesel,2022,136979,37202
Tesla,Corolla,3.0671515487648056,Electric,2019,99939,19035
Volkswagen,Golf,1.266128978902421,Diesel,2003,86427,22622
Nissan,Golf,4.856553731572115,Electric,2002,62487,28645
Volkswagen,C-Class,4.460894268169453,Hybrid,2005,55595,3951
Audi,C-Class,1.5510916217249138,Electric,2003,141643,37045
Honda,A4,2.5552293504436734,Electric,2011,159078,4162
Ford,C-Class,1.6673922454019614,Electric,2008,16417,44386
Toyota,Corolla,1.1839239925276126,Diesel,2005,110244,3495
Ford,Fiesta,3.7265421443350144,Diesel,2014,37120,28163
Honda,3 Series,2.674972751891739,Petrol,2018,37871,49375
Volkswagen,C-Class,3.9997099885283376,Petrol,2019,95960,11134
Chevrolet,C-Class,2.1741033143838737,Hybrid,2013,36524,44918
Tesla,Altima,3.3971759300292126,Hybrid,2004,102291,13803
Toyota,Altima,1.5723454118293567,Diesel,2000,152981,25162
Audi,Altima,3.3778130260813977,Electric,2009,74568,39107
BMW,C-Class,3.303849795227756,Electric,2011,174779,16792
Volkswagen,Golf,2.4303962048127348,Electric,2011,170550,35830
BMW,3 Series,4.000861900519476,Diesel,2020,9479,35903
Tesla,A4,2.8564180603912077,Diesel,2010,18710,21042
Ford,3 Series,1.9183282033511695,Petrol,2004,147338,36531
Audi,A4,3.2239888433745008,Petrol,2007,135604,36929
Tesla,Altima,3.0875775949051945,Petrol,2009,30891,14922
BMW,Civic,3.775133851915019,Electric,2013,38890,27566
Chevrolet,3 Series,2.4643286479692406,Petrol,2014,179252,22220
Audi,Golf,1.2540494440098513,Petrol,2003,104837,28648
BMW,Altima,1.1431693266692888,Hybrid,2014,163868,32218
Toyota,Golf,2.934449308623001,Petrol,2015,81970,21991
Ford,Fiesta,3.1643929859662374,Petrol,2015,188384,39574
